crit_number,index,radius,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28
5162,3,0.2088745076,0.1269817924,0.2459389335,-0.0116247313,-0.1700623001,-0.1001674777,0.3329838519,-0.2651727585,0.4081690052,0.1262882857,0.3656256963,-0.0558067008,0.1512030891,0.0491759543,-0.3072183515,-0.2747856117,-0.4269551124,0.1423864597,-0.1524595361,-0.0623348365,0.0884589054,-0.3490762011,0.0860205196,-0.3658689163,0.1371814124,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
5163,5,0.2088744742,0.2535355762,0.0460733534,0.4143374781,0.0612608595,-0.2192441622,-0.0869175097,0.3809204799,-0.4461865636,0.0574052451,-0.330541599,-0.1447564322,0.0374070475,-0.1072440166,0.2514376204,0.3676707103,-0.0082147364,0.3233103921,-0.0317559917,0.3623641869,0.1380128614,0.0216319341,0.1589538305,0.0976287194,-0.3410077382,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1
5164,7,0.2088744362,-0.2039810559,0.4122682898,-0.0596798849,-0.2925643265,0.0065364499,-0.0144162267,0.2324343828,-0.1302340819,0.2037017807,0.3521062538,-0.176437129,-0.1938633614,-0.128330686,-0.3160086963,0.3029513561,-0.0069638013,0.0433517179,-0.5107930892,0.2343611169,0.2579583887,0.3580293998,-0.3848200134,0.0012003185,0.3929834965,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
5165,5,0.2088721089,-0.1504403711,-0.2719674635,0.3445780967,0.0030723284,0.0165904809,0.0844273801,0.3737274694,-0.2791742515,-0.0859683852,-0.2875202159,0.4145121319,-0.0019002389,0.0800784004,-0.0872729524,-0.3128038921,0.1264837051,0.4145182062,0.0538759644,0.4202662221,0.1181782709,0.0342620143,0.2240456811,0.1942087486,0.3951319317,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
5166,5,0.2088694859,0.2842742921,-0.3277425959,0.0047299342,0.1447283356,0.0560974624,-0.5260657608,0.1002600866,-0.1299180693,0.3233363959,-0.268893918,-0.2375402721,-0.325248267,0.2462830376,0.2734625439,-0.1840936678,-0.3978804346,0.0785833788,-0.0845530978,-0.3786865722,0.1224621394,0.3304313708,-0.0683418079,0.266269251,0.0906158364,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
5167,5,0.2088677774,-0.4474618772,-0.2541411503,-0.1094903457,0.02978385,0.2465241697,-0.1450485797,0.4212819511,-0.0083484447,0.2219139666,-0.48836685,0.3156764301,-0.0741707087,0.0415680774,-0.2466742934,0.2209660723,-0.1938197716,0.3409606709,0.2209660723,0.01163315,-0.1843235699,-0.191003928,0.2223799328,0.3767489327,0.2209660723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
5168,5,0.2088576414,0.0451581546,-0.2547981886,-0.4857358056,-0.0532766484,0.0215363598,-0.0934711966,-0.2767206569,-0.3375737242,-0.2151624529,0.2983206617,0.3454103822,-0.1145005284,0.4374408499,-0.0330848093,-0.2234639247,-0.0426080646,0.3463842974,-0.3558565176,0.2133115159,-0.2736129112,0.0342148127,-0.1765768538,-0.2654262182,0.1839014692,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
5169,3,0.2088569987,0.4977398113,0.0902767647,-0.0571216936,0.180800006,0.2610852952,0.22257829,0.0592705151,-0.3086399996,-0.0810479165,0.0913293048,0.1015841896,-0.1529738055,-0.3583124325,-0.3015132808,-0.0733878577,0.0458058334,-0.1073417105,0.3658371414,-0.3654067537,-0.0655914766,0.3054541092,-0.1527810431,0.1441876933,-0.489247599,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1
5170,3,0.2088537202,0.0663621102,-0.0067632088,-0.2610393866,-0.2232577757,0.2828566771,0.1485449839,0.113056495,-0.480241012,0.2209985017,0.4042027747,0.2286127083,-0.1907445157,-0.1616807917,0.3432013507,-0.2601680115,0.0264220641,0.1210003262,0.4417036527,0.3175683373,-0.170145947,0.0299606445,0.3755565518,0.1948587243,0.2246102342,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1
5171,5,0.2088510964,-0.0558656389,-0.2208470956,0.3853179864,-0.1174092075,0.3111875272,0.3710683827,-0.1871313705,-0.1530638658,-0.0053863319,0.0484828591,0.0430979292,-0.4690665882,-0.2792621251,0.254327519,-0.0097802698,0.4056213846,-0.1013531841,0.0717551625,0.2856301964,0.2250605645,0.303123489,0.1237895687,0.1682704479,-0.0777408123,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1
5172,6,0.208845684,-0.2661341932,0.4358756836,0.0977031495,-0.1021749007,-0.101750421,0.5253746518,0.4315037273,0.1020325227,0.1108209165,0.2205667606,0.440444567,0.2351147763,-0.4421363819,-0.2204968444,-0.1225758796,-0.0176426105,-0.2307194502,0.1371899528,0.0709916075,0.2596885344,-0.4018384324,-0.1572033876,0.0840304868,-0.0992869928,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1
5173,6,0.2088406271,0.0483554735,-0.1767814347,-0.1477914347,-0.0981847238,-0.0302421653,0.5604002176,0.1989650398,-0.3796329572,0.2063022299,-0.3010359696,0.1203680663,0.2063071163,0.1117354927,0.2075961644,0.0377915517,0.2861925113,0.0331379226,0.3748178128,-0.1818790354,-0.4987895485,0.0829445089,0.0798074099,0.2395240061,-0.3774419256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
5174,5,0.2088400284,-0.3690245962,-0.407443574,-0.0595667559,0.2804585817,0.0922444695,-0.2547711935,0.0124793001,0.4560951369,0.1328260019,0.1215214753,0.4782119489,-0.2697622252,-0.1337447357,0.1418472342,-0.2755511707,0.3828596165,-0.1097297145,0.0961947408,-0.3201157994,0.2066607569,0.0925815008,-0.1744802429,-0.2558146249,-0.3966391312,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1
5175,6,0.2088367721,-0.2329762618,-0.1612088168,0.1115606474,-0.0747067122,0.168172203,0.3834297282,0.2017300876,-0.1177026871,0.1915918923,0.0127957097,-0.3859532841,-0.3606550087,0.1367558766,0.4697402254,0.1864741725,-0.2824294133,0.4638992093,-0.1061966768,-0.0087565611,0.154288717,-0.0454043868,0.0427870629,0.0232785996,-0.4386356085,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
5176,4,0.2088365428,0.2710615354,-0.1727414371,-0.1318542211,-0.1387615108,-0.1200388638,-0.0708761985,-0.1847140616,0.0993606666,-0.4917470057,0.1969249705,0.2472805673,0.0243595339,-0.3576765056,-0.4751149202,-0.0497095078,-0.0628993535,0.0649493402,0.295832278,0.2026784333,0.2197833415,-0.3923677242,-0.4517750833,0.1370207696,-0.1728254871,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1
5177,5,0.2088364022,-0.0083098995,0.1250442233,0.4468933634,0.0258673519,-0.1328774826,0.0001134753,0.0460825205,-0.334950456,-0.3648638281,0.3424241531,-0.1915867763,0.2661878672,0.0181570648,0.2815266386,-0.0514650811,0.0517076349,-0.4899391526,0.2965249277,-0.3299739115,0.4686610878,0.0835759973,-0.2426675263,-0.1941602653,0.3140943844,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1
5178,4,0.2088358274,0.1232296744,0.4412249192,0.2469811064,-0.2055629074,0.1807375915,0.3198006775,0.3172058712,-0.0176326134,0.3705544122,-0.0587820822,-0.2543311145,-0.0369811016,0.0855709153,0.2462722525,-0.1204762202,0.3240333099,-0.0873455664,-0.0412017068,-0.2976191505,0.0860355267,-0.0764401386,-0.0560484046,-0.2049267396,0.3777493482,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
5179,5,0.2088326603,0.157643555,-0.0896225871,-0.1991153949,-0.1007294735,0.1972602826,-0.4240520066,-0.0356636419,-0.4774160072,-0.1036217419,-0.4048053072,0.3413370783,-0.1766169959,0.2271344381,0.2373248293,0.0513256647,-0.4187497898,0.0190288467,0.0886513129,-0.08769095,0.1451754786,0.3098557255,-0.2516326941,-0.1528048298,-0.2533857964,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1
5180,7,0.2088325275,-0.235805737,-0.2128299734,0.3822998436,-0.3403269466,-0.0050111898,0.0354125879,-0.0451987715,-0.1857413489,-0.2305243587,0.1427937504,0.0432363733,0.536934363,-0.0729876574,0.3150050105,0.0591493564,-0.183796805,0.1965785075,-0.3257410104,0.3652910845,-0.1094904711,-0.2418371812,0.2577779836,-0.4393074678,-0.0092306893,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1
5181,7,0.2088321312,-0.4387917021,-0.1479010307,0.0018591677,0.392632812,0.1095286662,-0.2958448784,-0.0722133088,-0.0178579109,0.1782098728,0.3996309397,0.0305425749,0.3862815722,-0.2731837692,0.2798160489,-0.0349673393,-0.1278160074,-0.0145628528,0.5921433441,0.031273918,-0.085946481,-0.2206607536,0.277869622,-0.3470873711,0.255846755,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1
5182,5,0.2088229398,0.0453798973,-0.0828902402,-0.1800920099,-0.2165834175,0.1424879212,0.1445920282,-0.4808491783,-0.1779832371,0.1011187535,0.2524366948,0.159591071,0.377694693,-0.0018647588,-0.1673812088,0.3243282265,0.3383113453,0.1746293912,-0.030750498,0.23592558,-0.4761173789,0.1741090091,-0.1664588863,-0.4505571921,0.0651984975,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
5183,6,0.2088218956,0.3289316609,0.1241438404,0.2764812923,-0.3358555911,-0.1734545509,0.2695108803,0.0714167134,-0.3592030586,0.1961542378,-0.3197072025,-0.4458586507,-0.0466561204,0.1858314223,-0.1046799834,-0.1145765379,-0.2565433658,0.2325704663,0.212243152,0.0784345023,0.290059021,-0.0304732059,0.4775435522,0.1941182124,-0.1075036415,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1
5184,5,0.2088206177,-0.217178954,-0.24062348,0.208186664,-0.4568188116,0.4043944905,-0.0890085296,0.0019275207,0.336377355,0.2805143671,0.1738305867,-0.4174739166,-0.0098032882,-0.229733832,0.0538879787,-0.0876673156,0.1383305856,-0.0484351555,-0.2564356842,0.1446660022,-0.0374802879,0.1610137798,-0.1675124279,-0.3320094209,-0.2347587682,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1
5185,3,0.2088192315,-0.2705487096,-0.2369042476,0.0964282215,0.0739669884,-0.473151004,-0.0365884092,0.1202297405,-0.0601334121,0.0046197503,-0.4810007524,-0.0862330422,-0.2313369556,-0.0807062774,0.0248591911,0.3607417454,-0.0935205323,-0.2150575614,-0.3190022741,-0.2489437838,0.3511388507,0.1615944957,0.3915059116,0.255701029,-0.0282398703,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
5186,6,0.2088141397,0.4150535739,-0.2221898084,0.1336709611,0.0086305398,-0.257937506,0.2228662476,0.1886449332,0.2116721287,0.0842858714,0.049994917,-0.2921097485,-0.4134760595,-0.1973942222,0.0357623537,0.0090729604,0.3187243288,-0.029940518,-0.2305411597,-0.08515828,0.3947142757,-0.1725034443,-0.3523089703,-0.2861630779,-0.2072111515,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
5187,5,0.2088122035,-0.0358310136,-0.1000020753,-0.4142344954,0.1463542535,-0.0101772696,0.2533979499,-0.4809688872,0.2813006734,-0.1150090606,0.0913733395,-0.3170184462,-0.0245152728,-0.4912956078,-0.3148825864,-0.009011209,-0.4389945887,-0.0061187708,0.3029773515,0.1057803789,0.2668321979,-0.0564886408,-0.199457448,-0.0176526522,-0.0389277613,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1
5188,5,0.2088105462,-0.1856210781,-0.0471693674,-0.2072675573,0.4913542136,-0.2219560418,0.1055266245,0.2058742449,0.0297479195,0.3029754863,0.100960567,0.2161081471,-0.0557310268,0.1152698732,-0.4032532109,0.1154906652,0.0904750069,-0.3471976903,-0.2976078339,0.4027482148,-0.0709417702,-0.2736185239,-0.1591668987,-0.1714978021,0.3285195613,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1
5189,4,0.2088096609,-0.2477870312,-0.3344513838,-0.2649667261,0.3631200837,0.0006307214,-0.2357718744,0.071630288,-0.141756935,0.0897964443,0.4499442342,0.2535773569,0.084985767,-0.1459727498,0.2036365766,0.1778767388,-0.3027193991,-0.1717146156,0.2724730637,0.0632199513,0.4707256601,-0.0656558801,0.4288584026,-0.3382338332,-0.0007065972,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1
5190,3,0.208809495,-0.4829738298,0.1360991232,-0.2450379947,-0.077095964,0.0920593846,-0.3329547455,-0.1321083956,0.2291896215,0.0576532497,-0.4602975485,-0.3343693115,-0.019994024,-0.4886428172,0.0394824177,0.1639547261,-0.0657984792,-0.4069212728,-0.1362367565,0.2055239843,-0.0931987698,-0.0875753476,0.1204571657,0.010222074,0.3079919627,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
5191,6,0.2088090592,0.1135876766,0.3130269003,-0.3694333576,0.2361922553,0.035065055,0.2554792282,-0.1337327187,0.2893356745,0.2798632969,-0.3835372472,0.1037893804,0.0013401124,0.0576507268,-0.3399658283,0.2988341944,-0.0795778914,-0.4600348598,-0.0768739747,-0.4654455432,-0.3016792058,-0.056028436,0.290600163,0.3649470009,0.0052341971,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1
5192,5,0.2088067414,-0.4324901492,0.2748931026,-0.1359974855,-0.1217790975,-0.4052124296,-0.1808425294,-0.0381302375,0.2136263462,-0.3295705038,-0.422847884,-0.1375013303,-0.0708908079,-0.1517491477,0.3166825213,0.1703342882,-0.1870881771,-0.0872883316,0.2701327051,0.1715370368,-0.1083230916,-0.1658963812,0.1112507933,-0.3590144078,0.1626161054,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1
5193,3,0.2088039512,0.4042510491,-0.1892587411,0.2742218381,0.1314933031,-0.0545878301,0.5603397205,0.0389193902,0.037984401,-0.1467650044,-0.4999839812,-0.0934875328,-0.1208139913,-0.2007929985,-0.0895896212,0.1705035715,-0.4960860632,0.2057042539,0.1705027457,0.0911122992,0.2023146148,0.2335874386,0.295819188,-0.0023915003,-0.4735199981,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
5194,4,0.208803628,-0.1119138589,-0.2158950024,0.1128160538,-0.0360806775,-0.0086826737,-0.6335742984,0.000590413,0.2447097982,-0.1214753129,0.3017033862,-0.0404251557,-0.1707181473,0.1038058646,0.3868578118,0.2573865801,-0.0345364043,-0.2542033844,-0.2957681124,0.4924395634,-0.1099161594,0.1942291532,-0.4010314275,0.2455458411,-0.2359087884,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
5195,4,0.2088035827,0.2324861303,-0.2060752662,0.1448880951,-0.3368785184,0.3191917492,-0.1385080598,-0.2078981309,0.1646078951,0.3403363216,-0.1811802671,-0.2271245728,0.1981124273,-0.0308499002,0.080354454,-0.2924527769,0.4114756098,0.2367609217,0.1844087384,-0.3372679076,-0.266057439,-0.1872662098,0.3662089163,0.0277123089,-0.1742629061,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1
5196,6,0.2088025883,-0.294518884,-0.1370864136,-0.1348022814,0.1907708904,-0.4314006163,-0.0734094158,-0.0159042494,0.206414897,-0.5171504206,0.2388013112,0.1231848759,-0.1968506101,-0.0148658401,-0.1808615794,0.2358177249,0.2487810471,0.1426194094,0.2201827546,-0.0742700599,0.4068671298,0.2058576691,-0.3378756451,0.083178171,0.2173309821,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
5197,3,0.2087964126,0.0713674618,-0.1695834118,-0.1871765131,-0.2602769941,-0.423235622,-0.1946784306,-0.1302571216,0.087046451,0.0733468227,-0.4781727193,-0.1370368592,0.0174431223,-0.1694463614,-7.26264e-05,0.4798665431,0.2054779419,-0.3747022669,0.150942404,0.3769264131,0.0914597422,-0.3006400168,-0.0053449723,0.2589188758,-0.2861536905,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
5198,6,0.2087945239,-0.0192108287,0.4673197075,-0.0866649796,-0.3184878342,-0.2211592239,0.1540885917,-0.2779022785,-0.2609386821,-0.2700112201,0.0535283798,-0.1166148052,-0.0609539309,0.3737805858,0.0112743552,-0.2964608314,-0.3879179826,0.2717196529,-0.0733884496,0.3717737374,-0.3867690696,-0.0717788428,-0.1199065425,0.1404622021,0.2187107843,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1
5199,5,0.2087900556,0.2360397959,-0.2978283259,0.1664019811,-0.1001629166,-0.0670081419,-0.2666868727,-0.4233587711,0.2060380571,0.1377560427,0.16129425,0.4240187227,-0.2398309637,-0.0767889672,0.2488356226,0.4509439545,-0.0933138533,0.457260121,0.0894756904,-0.3185669369,-0.1918679842,0.0666040707,0.2340400463,0.059065342,-0.0503837987,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
5200,6,0.208783934,-0.0623020506,0.1420204354,-0.1931388655,-0.2219741379,-0.2324105278,-0.2862477083,-0.4601297232,0.3994186684,-0.09148578,-0.2016448592,-0.272605639,0.3216124961,0.0879910061,-0.4815754668,-0.0926652256,-0.1582709253,0.3336768561,0.1894451805,-0.4527556087,0.0377981365,0.1993183194,0.4020279398,-0.2067050393,-0.1064484276,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1
5201,5,0.2087807584,-0.1938520934,-0.1490022525,-0.2504943138,0.2528438782,-0.1664111137,0.0138824678,0.1458829832,-0.1084064248,0.4379763552,0.0382347081,0.2489493202,-0.2607422918,0.3189250099,-0.0372345044,-0.3776584725,0.3916694433,0.4422852089,0.0582278713,-0.1679987267,-0.153110067,0.1662458327,0.0751873375,0.1859570839,0.1503831169,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1
5202,6,0.2087784801,-0.3402445815,0.0996482242,-0.2144283928,0.1660294439,0.3382515469,-0.3414053906,0.3628444436,-0.4566041344,0.0650445748,0.117241387,0.0935507607,-0.0065993784,-0.1983336254,0.3500761909,0.0880628121,-0.312675819,-0.3127192916,-0.1548732896,0.4524983609,0.1704821398,0.2301243835,-0.0097237567,-0.2798276503,0.1305947524,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0
5203,2,0.208775682,-0.2092819519,0.1618223152,-0.2220315945,0.4080114064,0.3015255633,-0.1305560757,0.2650965409,0.0425188608,0.2922351574,-0.0858527478,0.2521099016,0.3774135564,-0.2589214745,0.4639104026,0.0619188571,0.145941335,-0.022342267,-0.1026625669,0.0862714872,-0.4329825048,-0.1491732752,0.4022703703,-0.2931597198,0.0852269606,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
5204,3,0.2087745693,-0.4932590236,-0.1897288311,-0.1096525541,-0.3822155357,0.4010521993,-0.0215949904,0.0114170103,-0.192816819,-0.3169152783,-0.2276761411,-0.3557120082,0.2805670064,-0.3284366862,0.0220306972,-0.4295568874,-0.2682567167,0.0407658636,0.1560417078,0.2284646716,-0.4999553523,-0.1355192679,-0.0514923971,0.1918826362,-0.1672603707,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
5205,6,0.2087718508,0.0406876385,0.1727096779,0.2608486196,0.428110243,0.0411039582,0.3440736362,0.1410130884,-0.1434633931,-0.1839015375,0.0316593737,-0.4255308611,0.1038873662,-0.3446109793,-0.3223183355,-0.0448087673,0.1663057136,0.2719723044,-0.1504918232,-0.4858622903,0.0439135481,-0.1871640197,-0.331024115,0.2908621593,0.1118079981,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
5206,5,0.2087684349,0.2703712326,-0.1944616248,0.1208675705,-0.1013920036,0.4682627788,-0.1434828135,0.0554314964,-0.2205525929,-0.3734992386,-0.0051813062,-0.0641400304,0.4624246797,-0.2726602235,0.0494090739,-0.2593093809,-0.1156346227,0.1417659466,0.1163902416,0.3134095303,0.0617893663,-0.2059659854,0.237500584,0.3607553366,0.0754486876,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1
5207,5,0.2087679522,0.226073119,0.1330851993,-0.119395709,0.0342694792,0.4800867893,0.1762908391,0.4701272697,-0.1219975169,0.1035540857,-0.3613816141,-0.3957951363,-0.1628700854,-0.2863784359,0.2154943962,0.1374062459,-0.2385636465,0.2219089476,-0.2773332277,-0.0436927267,-0.1473060785,-0.2708663377,0.2261471772,-0.4551967759,-0.1888542877,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
5208,5,0.2087661121,0.2928656137,0.0668424897,0.0207009692,0.1076408481,-0.2016430685,0.3389138084,0.331935765,-0.3486266328,0.0068413213,-0.2045593707,-0.2010041958,-0.2617136923,-0.0896618816,0.1708106838,-0.1104344122,-0.4201310406,0.3442967649,0.1430993472,-0.0721037618,-0.4443743273,0.0506317079,-0.0772092838,0.1713709421,0.3069116998,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0
5209,4,0.2087650671,0.1507396875,0.3373985085,-0.3265180317,-0.1419405943,0.1208778084,0.1002852351,0.4069635116,0.2369115558,0.079374867,-0.1118146399,-0.259204594,-0.0698947008,-0.0329278648,0.2312185473,0.4879352881,0.2460923549,-0.1468731532,0.1134509957,-0.2537138343,0.0099752868,-0.355793678,-0.3017756674,0.3857070453,-0.1801601992,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5210,6,0.2087633303,-0.1427211424,0.0607625564,0.0870452669,-0.2333261793,0.4944081582,0.0445152579,0.2913641572,0.4816719377,-0.0273751608,0.2688981756,0.0671562139,0.0173518635,-0.3691123282,-0.1755712201,-0.1722265778,-0.0426304374,0.4832740111,-0.3267524044,-0.078461583,0.0677918333,-0.347226809,0.2336190622,-0.2050436001,-0.2972767393,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1
5211,3,0.208761403,-0.1624363981,0.4658042998,0.0023466483,-0.2151984385,-0.1208613042,0.028731089,0.0035924136,0.1182999658,-0.2344375731,0.4056679141,-0.288782776,0.0775711567,0.3916793509,-0.0345314836,-0.2533153724,0.31819707,0.3244767323,-0.0532185177,0.035906306,0.1608854997,0.2073100378,0.1364108221,-0.2033191018,0.3850152555,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
5212,6,0.2087569054,0.4616583264,-0.2332751811,-0.0308512478,-0.1178748301,-0.3699957921,-0.0485354561,-0.2591679718,0.0953448135,-0.0425737475,0.2944346905,0.213227161,0.2589438504,0.1520807388,0.048463163,-0.0972947769,-0.2777045969,-0.1895773133,0.2923771432,0.0064133827,-0.4931181726,0.3305570152,0.2011076042,-0.2770267064,-0.3541419952,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1
5213,5,0.2087550799,0.1892679941,-0.1457449146,-0.2822095535,0.4341813585,0.1905081113,-0.1965355012,-0.2673120715,-0.4358720835,-0.0036733291,0.3278503636,-0.4132093224,0.0958639949,0.0700066189,0.2028047654,0.3447995766,0.0580118262,0.3083520952,-0.0589709272,0.0055685427,-0.1501651695,0.1313172753,-0.191465481,0.0057295641,-0.2021331096,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
5214,6,0.2087526935,-0.0079754427,-0.0425141793,0.2276280697,0.0528526416,-0.3031387959,-0.218624115,-0.3261415925,0.1506102969,-0.204502827,0.0171181205,0.321505909,-0.0393416712,-0.0762675993,0.345106858,0.3669006834,0.4034308683,-0.1104526313,0.2486033456,0.4138430954,0.448046357,-0.0694673656,-0.2869789362,-0.2755959374,0.0223460862,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1
5215,6,0.2087520057,0.0391685397,-0.2881355228,0.0219026567,0.4175373694,0.0960661129,-0.2829139398,0.1365275667,0.2694061732,0.0005062192,-0.0854539624,0.0513762109,0.5752943426,0.0368150053,0.1376182279,-0.4491472178,-0.2375755086,-0.3102347254,-0.3165789073,-0.3665727458,0.0436958824,0.2667123573,-0.2017205974,0.0545635454,-0.1167133364,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1
5216,5,0.2087519171,0.4678085206,0.2861846565,-0.0791803169,0.3687877963,-0.2367542991,-0.0227174271,-0.4043386711,0.058770232,0.2467733468,-0.0466329866,0.0960152581,-0.071683376,0.0277735723,-0.1981937099,0.2150468095,-0.1715181822,-0.1256259195,-0.4027246552,-0.0851764715,0.3265166474,0.27428333,0.1445434525,0.1446543662,-0.4396443231,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
